filename,ch1峰峰值,label,delta,ch1归一化峰峰值,target归一化峰峰值,vth,target_vth,delta_vth
14_097,2.64515626,0,-0.8548437400000002,0.4207843971208503,0.5567704958576271,-0.5955469723166644,-0.03183496345478824,0.5637120088618762
14_214,4.46,1,0.96,0.7094845518642905,0.5567704958576271,0.7268345995384694,-0.03183496345478824,-0.7586695629932576
14_242,3.72,1,0.2200000000000002,0.5917674670258208,0.5567704958576271,0.11864907382720521,-0.03183496345478824,-0.15048403728199344
14_118,4.6304066,1,1.1304065999999997,0.7365923467146083,0.5567704958576271,0.9258847532288439,-0.03183496345478824,-0.9577197166836321
14_026,4.8283126,1,1.3283126000000005,0.7680746675146654,0.5567704958576271,1.2088749998826958,-0.03183496345478824,-1.240709963337484
14_244,3.62,1,0.1200000000000001,0.57585975285846,0.5567704958576271,0.04950926338770139,-0.03183496345478824,-0.08134422684248963
14_019,2.6028437,0,-0.8971562999999998,0.4140534360191574,0.5567704958576271,-0.6238276425390804,-0.03183496345478824,0.5919926790842922
14_133,4.1235316,1,0.6235315999999997,0.6559601205287984,0.5567704958576271,0.4195119599626637,-0.03183496345478824,-0.451346923417452
14_199,4.33,1,0.8300000000000001,0.6888045234467215,0.5567704958576271,0.5982228884349134,-0.03183496345478824,-0.6300578518897016
14_056,4.4672194,1,0.9672194000000004,0.710632993380889,0.5567704958576271,0.7344772432460197,-0.03183496345478824,-0.7663122067008079
14_046,4.234188,1,0.7341879999999996,0.6735630243486899,0.5567704958576271,0.5121786372031585,-0.03183496345478824,-0.5440136006579467
14_216,4.39,1,0.8899999999999997,0.6983491519471379,0.5567704958576271,0.6556187337994551,-0.03183496345478824,-0.6874536972542433
14_110,3.2924688,0,-0.2075312,0.5237570257535333,0.5567704958576271,-0.16974197109534422,-0.03183496345478824,0.13790700764055597
14_061,4.5911566,1,1.0911565999999997,0.7303485689039192,0.5567704958576271,0.8762189930511172,-0.03183496345478824,-0.9080539565059054
14_184,3.94,1,0.4399999999999999,0.6267644381940144,0.5567704958576271,0.2771206500908426,-0.03183496345478824,-0.30895561354563084
14_017,5.9561876,1,2.4561876,0.9474937986797856,0.5567704958576271,1.9138163554654382,-0.03183496345478824,-1.9456513189202265
14_120,2.3913125,0,-1.1086874999999998,0.3804036573483692,0.5567704958576271,-0.7670696762797945,-0.03183496345478824,0.7352347128250063
14_069,3.2066562,0,-0.2933438000000001,0.5101062026259526,0.5567704958576271,-0.2261504510885912,-0.03183496345478824,0.19431548763380296
14_171,4.64,1,1.1399999999999997,0.7381184373655398,0.5567704958576271,0.9384108996548447,-0.03183496345478824,-0.9702458631096329
14_039,3.2895314,0,-0.2104686,0.5232897525575813,0.5567704958576271,-0.17167700917052467,-0.03183496345478824,0.13984204571573644
14_245,3.89,1,0.3900000000000001,0.6188105811103342,0.5567704958576271,0.24015156581803723,-0.03183496345478824,-0.27198652927282546
14_155,4.3,1,0.7999999999999998,0.6840322091965132,0.5567704958576271,0.5706024462935056,-0.03183496345478824,-0.6024374097482939
14_236,4.55,1,1.0499999999999998,0.7238014946149152,0.5567704958576271,0.8267589148155619,-0.03183496345478824,-0.85859387827035
14_119,4.8098754,1,1.3098754,0.7651417304382007,0.5567704958576271,1.1815189709024967,-0.03183496345478824,-1.213353934357285
14_196,2.4,0,-1.1,0.3817856400166586,0.5567704958576271,-0.7611170726359893,-0.03183496345478824,0.7292821091812011
14_240,4.51,1,1.0099999999999998,0.717438408947971,0.5567704958576271,0.781049751589336,-0.03183496345478824,-0.8128847150441242
14_080,4.108188,1,0.6081880000000002,0.6535193044978154,0.5567704958576271,0.4071260415468915,-0.03183496345478824,-0.4389610050016798
14_148,3.8809686,1,0.3809686000000001,0.617373891813023,0.5567704958576271,0.2335416382616662,-0.03183496345478824,-0.26537660171645444
14_166,3.92,1,0.4199999999999999,0.6235828953605423,0.5567704958576271,0.262254355789587,-0.03183496345478824,-0.29408931924437526
14_098,3.0730312,0,-0.4269688,0.4888495195698168,0.5567704958576271,-0.3136824912162872,-0.03183496345478824,0.28184752776149896
14_154,4.18,1,0.6799999999999997,0.6649429521956803,0.5567704958576271,0.46601983761307675,-0.03183496345478824,-0.497854801067865
14_076,3.7173442,1,0.2173441999999998,0.591344989952964,0.5567704958576271,0.1167936898753085,-0.03183496345478824,-0.14862865333009673
14_083,1.88331254,0,-1.61668746,0.2995924757412621,0.5567704958576271,-1.1295558733481437,-0.03183496345478824,1.0977209098933554
14_102,1.9150314,0,-1.5849686,0.3046382213272074,0.5567704958576271,-1.1059181943126621,-0.03183496345478824,1.0740832308578738
14_198,2.01,0,-1.4900000000000002,0.3197455547639515,0.5567704958576271,-1.036065579664124,-0.03183496345478824,1.0042306162093357
14_127,1.57540598,0,-1.92459402,0.2506115802739088,0.5567704958576271,-1.368594349955051,-0.03183496345478824,1.3367593865002627
14_070,3.6054068,1,0.1054067999999999,0.5735383083145887,0.5567704958576271,0.039532118262048326,-0.03183496345478824,-0.07136708171683656
14_201,4.16,1,0.6600000000000001,0.6617614093622083,0.5567704958576271,0.4493737437845093,-0.03183496345478824,-0.48120870723929754
14_128,2.07937464,0,-1.4206253599999998,0.3307814741997871,0.5567704958576271,-0.9858465667517057,-0.03183496345478824,0.9540116032969175
14_115,5.147844,1,1.647844,0.8189048093016316,0.5567704958576271,1.5667088515558274,-0.03183496345478824,-1.5985438150106157
14_194,4.69,1,1.1900000000000004,0.7460722944492204,0.5567704958576271,1.0061708005200485,-0.03183496345478824,-1.0380057639748368
14_109,2.23553116,0,-1.26446884,0.3556224070550847,0.5567704958576271,-0.8750149559306243,-0.03183496345478824,0.8431799924758361
14_114,4.1253752,1,0.6253751999999997,0.6562533951471878,0.5567704958576271,0.42100706556806194,-0.03183496345478824,-0.4528420290228502
14_074,1.68809364,0,-1.81190636,0.2685376111285962,0.5567704958576271,-1.2788973890008821,-0.03183496345478824,1.2470624255460938
14_140,4.2912812,1,0.7912812000000002,0.6826452474136895,0.5567704958576271,0.5626975541629649,-0.03183496345478824,-0.594532517617753
14_030,3.9007186,1,0.4007185999999998,0.6205156653610768,0.5567704958576271,0.2480223605631545,-0.03183496345478824,-0.2798573240179427
14_125,1.9769689,0,-1.5230311,0.3144910617896165,0.5567704958576271,-1.0602102229121766,-0.03183496345478824,1.0283752594573883
14_116,4.9784374,1,1.4784373999999998,0.7919560915929873,0.5567704958576271,1.4086473272767095,-0.03183496345478824,-1.4404822907314978
14_085,4.0791566,1,0.5791566000000001,0.6489010723670321,0.5567704958576271,0.3839598758223383,-0.03183496345478824,-0.41579483927712657
14_006,4.1220628,1,0.6220628000000001,0.6557264680231082,0.5567704958576271,0.4183218758360322,-0.03183496345478824,-0.45015683929082045
14_057,3.6177816,1,0.1177815999999998,0.5755068561273713,0.5567704958576271,0.047990892964209574,-0.03183496345478824,-0.07982585641899781
14_144,4.2738436,1,0.7738436000000002,0.6798713238480417,0.5567704958576271,0.5470444576328469,-0.03183496345478824,-0.5788794210876351
14_226,4.67,1,1.17,0.7428907516157481,0.5567704958576271,0.9785740809510289,-0.03183496345478824,-1.0104090444058171
14_153,4.37,1,0.8700000000000001,0.6951676091136658,0.5567704958576271,0.6361453314351906,-0.03183496345478824,-0.6679802948899788
14_066,4.7465936,1,1.2465935999999995,0.7550750425742399,0.5567704958576271,1.087417550453044,-0.03183496345478824,-1.1192525139078322
14_209,4.46,1,0.96,0.7094845518642905,0.5567704958576271,0.7268345995384694,-0.03183496345478824,-0.7586695629932576
14_137,4.549813,1,1.0498130000000003,0.7237717471894223,0.5567704958576271,0.826539989643987,-0.03183496345478824,-0.8583749530987752
14_210,5.17,1,1.67,0.822429322452552,0.5567704958576271,1.5831404857135054,-0.03183496345478824,-1.6149754491682937
14_147,3.6677502,1,0.1677501999999999,0.5834557181888032,0.5567704958576271,0.08234645423593696,-0.03183496345478824,-0.1141814176907252
14_032,4.4343128,1,0.9343127999999998,0.7053983055106922,0.5567704958576271,0.7001127164790006,-0.03183496345478824,-0.7319476799337888
14_013,4.901,1,1.4009999999999998,0.7796375713423515,0.5567704958576271,1.3122090752489703,-0.03183496345478824,-1.3440440387037587
14_036,3.8834378,1,0.3834377999999998,0.6177666850912436,0.5567704958576271,0.23534683874170478,-0.03183496345478824,-0.267181802196493
14_029,4.8779372,1,1.3779372,0.7759688070393614,0.5567704958576271,1.280499624505838,-0.03183496345478824,-1.3123345879606263
14_043,3.6578128,1,0.1578127999999998,0.5818749050011358,0.5567704958576271,0.07548737190007153,-0.03183496345478824,-0.10732233535485977
14_168,3.51,1,0.0099999999999997,0.5583612672743632,0.5567704958576271,-0.0251117113837787,-0.03183496345478824,-0.006723252071009541
14_023,4.0304688,1,0.5304688000000004,0.6411559563086558,0.5567704958576271,0.3458390632070389,-0.03183496345478824,-0.37767402666182714
14_094,3.8045002,1,0.3045002000000001,0.605209517312669,0.5567704958576271,0.17832006769015232,-0.03183496345478824,-0.21015503114494055
14_193,3.96,1,0.4599999999999999,0.6299459810274867,0.5567704958576271,0.292097965916697,-0.03183496345478824,-0.32393292937148527
14_230,4.1,1,0.5999999999999996,0.6522167808617917,0.5567704958576271,0.40055734270409915,-0.03183496345478824,-0.4323923061588874
14_052,4.277875,1,0.7778749999999999,0.6805126274369847,0.5567704958576271,0.5506451161657178,-0.03183496345478824,-0.582480079620506
14_096,4.2326252,1,0.7326252000000002,0.6733144185916823,0.5567704958576271,0.5108243055934417,-0.03183496345478824,-0.5426592690482299
14_142,3.7071564,1,0.2071564000000001,0.5897243438490216,0.5567704958576271,0.10968676502786986,-0.03183496345478824,-0.1415217284826581
14_197,1.1,0,-2.4,0.1749853558409685,0.5567704958576271,-1.7887703292860593,-0.03183496345478824,1.756935365831271
14_077,2.9790936,0,-0.5209063999999999,0.4739061946661382,0.5567704958576271,-0.3751830766231525,-0.03183496345478824,0.3433481131683642
14_042,3.906469,1,0.4064689999999999,0.6214304225565568,0.5567704958576271,0.2522568377376565,-0.03183496345478824,-0.28409180119244476
14_112,4.4501252,1,0.9501251999999996,0.707913696905692,0.5567704958576271,0.7164764454212105,-0.03183496345478824,-0.7483114088759987
14_151,2.31,0,-1.19,0.3674686972660339,0.5567704958576271,-0.8231172385032768,-0.03183496345478824,0.7912822750484886
14_079,3.8469378,1,0.3469378000000001,0.6119603694201569,0.5567704958576271,0.2088076298627784,-0.03183496345478824,-0.24064259331756666
14_165,3.32,0,-0.1800000000000001,0.5281366103563776,0.5567704958576271,-0.15158810819881516,-0.03183496345478824,0.11975314474402692
14_027,4.6331876,1,1.1331876000000003,0.7370347402456027,0.5567704958576271,0.9295000916576412,-0.03183496345478824,-0.9613350551124294
14_238,5.44,1,1.9400000000000004,0.8653801507044262,0.5567704958576271,1.7368731298675413,-0.03183496345478824,-1.7687080933223296
14_163,3.13,0,-0.3700000000000001,0.4979119534383922,0.5567704958576271,-0.2763893987396851,-0.03183496345478824,0.24455443528489684
14_186,5.32,1,1.8200000000000005,0.8462908937035933,0.5567704958576271,1.6772107831870975,-0.03183496345478824,-1.7090457466418858
14_141,3.8260938,1,0.3260938000000002,0.6086445654791123,0.5567704958576271,0.19378583196157756,-0.03183496345478824,-0.22562079541636582
14_001,4.8190624,1,1.3190624,0.7666031721387562,0.5567704958576271,1.1951792865369835,-0.03183496345478824,-1.2270142499917718
14_003,4.5139064,1,1.0139063999999998,0.7180598278942046,0.5567704958576271,0.7854176228847689,-0.03183496345478824,-0.8172525863395571
14_078,3.583469,1,0.083469,0.5700485057959814,0.5567704958576271,0.02458126443160626,-0.03183496345478824,-0.0564162278863945
14_047,4.2600944,1,0.7600943999999998,0.677684140411743,0.5567704958576271,0.5348441859274824,-0.03183496345478824,-0.5666791493822706
14_101,3.7532502,1,0.2532502000000001,0.5970568138018966,0.5567704958576271,0.1419771643888676,-0.03183496345478824,-0.17381212784365585
14_126,1.81906268,0,-1.68093732,0.2893717916595326,0.5567704958576271,-1.1779449185542126,-0.03183496345478824,1.1461099550994243
14_149,3.8292502,1,0.3292502000000001,0.6091466765690908,0.5567704958576271,0.1960545951504326,-0.03183496345478824,-0.22788955860522087
14_177,4.74,1,1.2400000000000002,0.7540261515329008,0.5567704958576271,1.077747640479332,-0.03183496345478824,-1.1095826039341203
14_091,4.722625,1,1.222625,0.7512621861963218,0.5567704958576271,1.0524970074533133,-0.03183496345478824,-1.0843319709081016
14_086,3.56125,1,0.0612499999999998,0.5665139707851355,0.5567704958576271,0.009494079170126433,-0.03183496345478824,-0.04132904262491467
14_173,5.29,1,1.79,0.8415185794533849,0.5567704958576271,1.660417868129103,-0.03183496345478824,-1.6922528315838914
14_178,5.06,1,1.5599999999999996,0.8049308368684551,0.5567704958576271,1.492814765004258,-0.03183496345478824,-1.5246497284590463
14_099,3.696125,1,0.1961249999999998,0.5879695002683634,0.5567704958576271,0.10200964451184934,-0.03183496345478824,-0.13384460796663758
14_037,3.5254372,1,0.0254371999999998,0.5608169729258069,0.5567704958576271,-0.014714901786037501,-0.03183496345478824,-0.01712006166875074
14_145,3.9919376,1,0.4919376,0.6350265231474017,0.5567704958576271,0.31625911630088754,-0.03183496345478824,-0.3480940797556758
14_062,4.949469,1,1.4494689999999997,0.7873478813221296,0.5567704958576271,1.3744921452642924,-0.03183496345478824,-1.4063271087190807
14_160,4.46,1,0.96,0.7094845518642905,0.5567704958576271,0.7268345995384694,-0.03183496345478824,-0.7586695629932576
14_138,3.8639376,1,0.3639375999999998,0.61466464901318,0.5567704958576271,0.22112992283527844,-0.03183496345478824,-0.2529648862900667
14_012,3.8900002,1,0.3900001999999998,0.6188106129257624,0.5567704958576271,0.24015171241483527,-0.03183496345478824,-0.2719866758696235
14_241,4.22,1,0.7199999999999998,0.6713060378626247,0.5567704958576271,0.49993536926744936,-0.03183496345478824,-0.5317703327222376
14_028,4.4413128,1,0.9413128000000004,0.7065118455024075,0.5567704958576271,0.7073235873562215,-0.03183496345478824,-0.7391585508110097
14_228,5.07,1,1.5700000000000005,0.8065216082851914,0.5567704958576271,1.5020194269439584,-0.03183496345478824,-1.5338543903987467
14_005,4.6902188,1,1.1902188000000002,0.7461071005278185,0.5567704958576271,1.0064762267276697,-0.03183496345478824,-1.038311190182458
14_123,1.24934375,0,-2.25065625,0.1987425327177863,0.5567704958576271,-1.647632887580855,-0.03183496345478824,1.6157979241260667
14_033,5.838,1,2.338,0.928692853090522,0.5567704958576271,1.880823866979353,-0.03183496345478824,-1.9126588304341414
14_143,2.10659368,0,-1.39340632,0.3351114012820867,0.5567704958576271,-0.966316242386687,-0.03183496345478824,0.9344812789318988
14_176,5.15,1,1.6500000000000004,0.8192477796190799,0.5567704958576271,1.5683426839547823,-0.03183496345478824,-1.6001776474095706
14_139,4.0423754,1,0.5423754000000001,0.6430500242037068,0.5567704958576271,0.3550815581237296,-0.03183496345478824,-0.38691652157851786
14_063,5.3500938,1,1.8500938,0.8510781293896904,0.5567704958576271,1.6932311531601147,-0.03183496345478824,-1.725066116614903
14_136,3.8353126,1,0.3353125999999999,0.6101110658327729,0.5567704958576271,0.200418070778231,-0.03183496345478824,-0.23225303423301924
14_129,3.702469,1,0.2024689999999998,0.5889786856551408,0.5567704958576271,0.10642235179114767,-0.03183496345478824,-0.13825731524593593
14_223,2.59,0,-0.91,0.4120102969346441,0.5567704958576271,-0.6324337615647037,-0.03183496345478824,0.6005987981099155
14_187,3.79,1,0.29,0.6029028669429733,0.5567704958576271,0.16798720874902903,-0.03183496345478824,-0.19982217220381726
14_071,3.5827816,1,0.0827816000000001,0.569939156168795,0.5567704958576271,0.0241136879702342,-0.03183496345478824,-0.05594865142502244
14_233,4.37,1,0.8700000000000001,0.6951676091136658,0.5567704958576271,0.6361453314351906,-0.03183496345478824,-0.6679802948899788
14_065,4.949531,1,1.4495310000000003,0.7873577441049135,0.5567704958576271,1.374567737521255,-0.03183496345478824,-1.4064027009760434
14_045,4.4289068,1,0.9289068,0.7045383344828047,0.5567704958576271,0.6945792082906537,-0.03183496345478824,-0.7264141717454419
14_159,4.12,1,0.6200000000000001,0.6553983236952639,0.5567704958576271,0.41665210191509044,-0.03183496345478824,-0.4484870653698787
14_041,4.359344,1,0.8593440000000001,0.6934724830919918,0.5567704958576271,0.6259133202742028,-0.03183496345478824,-0.657748283728991
14_124,1.51000008,0,-1.98999992,0.240206996653319,0.5567704958576271,-1.4220378690344235,-0.03183496345478824,1.3902029055796352
14_024,4.4004066,1,0.9004066000000002,0.7000046041296786,0.5567704958576271,0.6658959763190809,-0.03183496345478824,-0.6977309397738691
14_185,5.05,1,1.5499999999999998,0.8033400654517191,0.5567704958576271,1.4833830151937142,-0.03183496345478824,-1.5152179786485025
14_181,3.98,1,0.48,0.6331275238609588,0.5567704958576271,0.30719188056913255,-0.03183496345478824,-0.3390268440239208
14_082,2.25128108,0,-1.24871892,0.3581278593102727,0.5567704958576271,-0.863990785445999,-0.03183496345478824,0.8321558219912109
14_040,3.8146878,1,0.3146878000000002,0.606830131601183,0.5567704958576271,0.18560474243917602,-0.03183496345478824,-0.21743970589396427
14_207,2.23,0,-1.27,0.3547425259321453,0.5567704958576271,-0.8788928052403433,-0.03183496345478824,0.8470578417855551
14_048,4.4901566,1,0.9901565999999996,0.7142817775948849,0.5567704958576271,0.7591663594875989,-0.03183496345478824,-0.7910013229423871
14_095,3.5933442,1,0.0933442000000002,0.5716194243854367,0.5567704958576271,0.031304406661450734,-0.03183496345478824,-0.06313937011623898
14_208,4.88,1,1.38,0.7762969513672058,0.5567704958576271,1.283383958764102,-0.03183496345478824,-1.3152189222188904
14_162,5.21,1,1.71,0.8287924081194964,0.5567704958576271,1.6109354288394346,-0.03183496345478824,-1.642770392294223
14_044,4.3928752,1,0.8928751999999998,0.698806530544878,0.5567704958576271,0.6584480712496957,-0.03183496345478824,-0.6902830347044839
14_146,2.18828106,0,-1.31171894,0.3481059962032926,0.5567704958576271,-0.9082499881044157,-0.03183496345478824,0.8764150246496275
14_169,3.31,0,-0.1899999999999999,0.5265458389396417,0.5567704958576271,-0.15818579933871005,-0.03183496345478824,0.12635083588392182
14_004,4.1041562,1,0.6041562000000003,0.6528779372780157,0.5567704958576271,0.4038880882257407,-0.03183496345478824,-0.43572305168052894
14_106,4.9513436,1,1.4513436000000004,0.7876460873319111,0.5567704958576271,1.3767729940633693,-0.03183496345478824,-1.4086079575181576
14_054,3.6048752,1,0.1048751999999999,0.5734537429060751,0.5567704958576271,0.03916915926112535,-0.03183496345478824,-0.0710041227159136
14_134,5.267719,1,1.7677189999999996,0.8379741816597552,0.5567704958576271,1.647364349510381,-0.03183496345478824,-1.6791993129651692
14_224,1.63,0,-1.87,0.2592962409279806,0.5567704958576271,-1.3247831511218007,-0.03183496345478824,1.2929481876670124
14_191,3.87,1,0.3700000000000001,0.615629038276862,0.5567704958576271,0.22554022096252088,-0.03183496345478824,-0.2573751844173091
